source_references,msgctxt,msgid,msgstr,comments
src/components/common/ThemeColorControls/index.tsx:62,,"The background color of the page. When using cover image, this is applied as an overlay.","=GOOGLETRANSLATE(C1868, ""en"", ""el"")",
src/components/layouts/CheckIn/index.tsx:375,,The check-in list you are looking for does not exist.,"=GOOGLETRANSLATE(C1869, ""en"", ""el"")",
src/components/routes/welcome/index.tsx:211,,The code will expire in 10 minutes. Check your spam folder if you don't see the email.,"=GOOGLETRANSLATE(C1870, ""en"", ""el"")",
src/components/routes/admin/Configurations/index.tsx:228,,The currency in which the fixed fee is defined. It will be converted to the order currency at checkout.,"=GOOGLETRANSLATE(C1871, ""en"", ""el"")",
src/components/common/Editor/Controls/InsertLiquidVariableControl.tsx:30,,The currency of the order,"=GOOGLETRANSLATE(C1872, ""en"", ""el"")",
src/components/routes/account/ManageAccount/sections/AccountSettings/index.tsx:75 | src/components/routes/organizer/Settings/Sections/BasicSettings/index.tsx:118,,The default currency for your events.,"=GOOGLETRANSLATE(C1873, ""en"", ""el"")",
src/components/routes/account/ManageAccount/sections/AccountSettings/index.tsx:84 | src/components/routes/organizer/Settings/Sections/BasicSettings/index.tsx:127,,The default timezone for your events.,"=GOOGLETRANSLATE(C1874, ""en"", ""el"")",
src/components/routes/product-widget/OrderSummaryAndProducts/EditAttendeeModal/index.tsx:78,,The email address has been changed. The attendee will receive a new ticket at the updated email address.,"=GOOGLETRANSLATE(C1875, ""en"", ""el"")",
src/components/common/Editor/Controls/InsertLiquidVariableControl.tsx:40 | src/components/common/Editor/Controls/InsertLiquidVariableControl.tsx:74,,The event venue,"=GOOGLETRANSLATE(C1876, ""en"", ""el"")",
src/components/layouts/EventHomepage/EventNotAvailable/index.tsx:10 | src/components/layouts/EventHomepage/EventNotAvailable/index.tsx:12,,"The event you're looking for is not available at the moment. It may have been removed, expired, or the URL might be incorrect.","=GOOGLETRANSLATE(C1877, ""en"", ""el"")",
src/components/common/Editor/Controls/InsertLiquidVariableControl.tsx:37 | src/components/common/Editor/Controls/InsertLiquidVariableControl.tsx:71,,The full event address,"=GOOGLETRANSLATE(C1878, ""en"", ""el"")",
src/components/modals/CancelOrderModal/index.tsx:77,,The full order amount will be refunded to the customer's original payment method.,"=GOOGLETRANSLATE(C1879, ""en"", ""el"")",
src/components/modals/CreateAttendeeModal/index.tsx:157,,The language the attendee will receive emails in.,"=GOOGLETRANSLATE(C1880, ""en"", ""el"")",
src/components/routes/product-widget/OrderSummaryAndProducts/LinkExpiredMessage/index.tsx:30,,The link you are trying to access has expired or is no longer valid. Please check your email for an updated link to manage your order.,"=GOOGLETRANSLATE(C1881, ""en"", ""el"")",
src/components/routes/profile/ConfirmEmailChange/index.tsx:22,,The link you clicked is invalid.,"=GOOGLETRANSLATE(C1882, ""en"", ""el"")",
src/components/common/Editor/Controls/InsertLiquidVariableControl.tsx:29,,The locale of the customer,"=GOOGLETRANSLATE(C1883, ""en"", ""el"")",
src/components/routes/product-widget/SelectProducts/index.tsx:509,,The maximum number of products for {0}is {1},"=GOOGLETRANSLATE(C1884, ""en"", ""el"")",
src/components/layouts/PublicOrganizer/OrganizerNotFound/index.tsx:9 | src/components/layouts/PublicOrganizer/OrganizerNotFound/index.tsx:11,,"The organizer you're looking for could not be found. The page may have been moved, deleted, or the URL might be incorrect.","=GOOGLETRANSLATE(C1885, ""en"", ""el"")",
src/components/common/ErrorDisplay/index.tsx:18,,The page you are looking for does not exist,"=GOOGLETRANSLATE(C1886, ""en"", ""el"")",
src/components/common/PlatformFeesSettings/index.tsx:215,,"The platform fee is added to the ticket price. Buyers pay more, but you receive the full ticket price.","=GOOGLETRANSLATE(C1887, ""en"", ""el"")",
src/components/routes/event/Settings/Sections/MiscSettings/index.tsx:62,,The price displayed to the customer will include taxes and fees.,"=GOOGLETRANSLATE(C1888, ""en"", ""el"")",
src/components/routes/event/Settings/Sections/MiscSettings/index.tsx:68,,The price displayed to the customer will not include taxes and fees. They will be shown separately,"=GOOGLETRANSLATE(C1889, ""en"", ""el"")",
src/components/common/ThemeColorControls/index.tsx:52,,The primary brand color used for buttons and highlights,"=GOOGLETRANSLATE(C1890, ""en"", ""el"")",
src/components/modals/SendMessageModal/index.tsx:172,,The scheduled time is required,"=GOOGLETRANSLATE(C1891, ""en"", ""el"")",
src/components/modals/SendMessageModal/index.tsx:173,,The scheduled time must be in the future,"=GOOGLETRANSLATE(C1892, ""en"", ""el"")",
src/components/common/EmailTemplateSettings/EmailTemplateSettingsBase.tsx:147 | src/components/common/EmailTemplateSettings/EmailTemplateSettingsBase.tsx:178,,The template body contains invalid Liquid syntax. Please correct it and try again.,"=GOOGLETRANSLATE(C1893, ""en"", ""el"")",
src/components/routes/event/Settings/Sections/SeoSettings/index.tsx:66 | src/components/routes/organizer/Settings/Sections/SeoSettings/index.tsx:63,,"The title of the event that will be displayed in search engine results and when sharing on social media. By default, the event title will be used","=GOOGLETRANSLATE(C1894, ""en"", ""el"")",
src/components/routes/account/ManageAccount/sections/PaymentSettings/VatSettings/VatSettingsForm.tsx:87,,The VAT number could not be validated. Please check the number and try again.,"=GOOGLETRANSLATE(C1895, ""en"", ""el"")",
src/constants/eventCategories.ts:10,,Theater,"=GOOGLETRANSLATE(C1896, ""en"", ""el"")",
src/components/routes/event/HomepageDesigner/index.tsx:204 | src/components/routes/organizer/OrganizerHomepageDesigner/index.tsx:235,,Theme & Colors,"=GOOGLETRANSLATE(C1897, ""en"", ""el"")",
src/components/routes/product-widget/SelectProducts/index.tsx:320,,There are no products available for this event,"=GOOGLETRANSLATE(C1898, ""en"", ""el"")",
src/components/routes/product-widget/SelectProducts/index.tsx:434,,There are no products available in this category,"=GOOGLETRANSLATE(C1899, ""en"", ""el"")",
src/components/modals/RefundOrderModal/index.tsx:181,,There is a refund pending. Please wait for it to complete before requesting another refund.,"=GOOGLETRANSLATE(C1900, ""en"", ""el"")",
src/components/common/OrdersTable/index.tsx:78,,There was an error marking the order as paid,"=GOOGLETRANSLATE(C1901, ""en"", ""el"")",
src/hooks/useFormErrorResponseHandler.tsx:28,,There was an error processing your request. Please try again.,"=GOOGLETRANSLATE(C1902, ""en"", ""el"")",
src/components/common/OrdersTable/index.tsx:85,,There was an error sending your message,"=GOOGLETRANSLATE(C1903, ""en"", ""el"")",
src/components/routes/event/Settings/Sections/LocationSettings/index.tsx:108,,These details will only be shown if order is completed successfully. Orders awaiting payment will not show this message.,"=GOOGLETRANSLATE(C1904, ""en"", ""el"")",
src/components/common/WidgetEditor/index.tsx:178,,These settings apply only to copied embed code and won't be stored.,"=GOOGLETRANSLATE(C1905, ""en"", ""el"")",
src/components/common/EmailTemplateSettings/EmailTemplateSettingsBase.tsx:328,,These templates will be used as defaults for all events in your organization. Individual events can override these templates with their own custom versions.,"=GOOGLETRANSLATE(C1906, ""en"", ""el"")",
src/components/common/EmailTemplateSettings/EmailTemplateSettingsBase.tsx:321,,"These templates will override the organizer defaults for this event only. If no custom template is set here, the organizer template will be used instead.","=GOOGLETRANSLATE(C1907, ""en"", ""el"")",
src/components/common/CheckIn/CheckInOptionsModal.tsx:35,,This attendee has an unpaid order.,"=GOOGLETRANSLATE(C1908, ""en"", ""el"")",
src/components/common/ProductsTable/ProductsBlankSlate/index.tsx:65,,This category doesn't have any products yet.,"=GOOGLETRANSLATE(C1909, ""en"", ""el"")",
src/components/common/ProductsTable/SortableCategory/index.tsx:114,,This category is hidden from public view,"=GOOGLETRANSLATE(C1910, ""en"", ""el"")",
src/components/common/CheckInListList/index.tsx:77,,This check-in list has expired,"=GOOGLETRANSLATE(C1911, ""en"", ""el"")",
src/components/layouts/CheckIn/index.tsx:425,,This check-in list has expired and is no longer available for check-ins.,"=GOOGLETRANSLATE(C1912, ""en"", ""el"")",
src/components/common/CheckInListList/index.tsx:84,,This check-in list is active,"=GOOGLETRANSLATE(C1913, ""en"", ""el"")",
src/components/common/CheckInListList/index.tsx:81,,This check-in list is not active yet,"=GOOGLETRANSLATE(C1914, ""en"", ""el"")",
src/components/layouts/CheckIn/index.tsx:442,,This check-in list is not yet active and is not available for check-ins.,"=GOOGLETRANSLATE(C1915, ""en"", ""el"")",
src/components/layouts/CheckIn/index.tsx:387,,This check-in list is password protected. Please enter the password to continue.,"=GOOGLETRANSLATE(C1916, ""en"", ""el"")",
src/components/forms/AffiliateForm/index.tsx:41,,"This code will be used to track sales. Only letters, numbers, hyphens, and underscores allowed.","=GOOGLETRANSLATE(C1917, ""en"", ""el"")",
src/components/common/ThemeColorControls/index.tsx:104,,This color combination may be hard to read for some users,"=GOOGLETRANSLATE(C1918, ""en"", ""el"")",
src/components/layouts/EventHomepage/index.tsx:334,,This event has ended,"=GOOGLETRANSLATE(C1919, ""en"", ""el"")",
src/components/common/StatusToggle/index.tsx:84,,This event is not published yet,"=GOOGLETRANSLATE(C1920, ""en"", ""el"")",
src/components/routes/event/Settings/Sections/PaymentSettings/index.tsx:155,,"This information will be shown on the payment page, order summary page, and order confirmation email.","=GOOGLETRANSLATE(C1921, ""en"", ""el"")",
src/components/forms/ProductForm/index.tsx:147,,"This is a general product, like a t-shirt or a mug. No ticket will be issued","=GOOGLETRANSLATE(C1922, ""en"", ""el"")",
src/components/routes/event/Settings/Sections/LocationSettings/index.tsx:94,,This is an online event,"=GOOGLETRANSLATE(C1923, ""en"", ""el"")",
src/components/routes/organizer/Settings/Sections/BasicSettings/index.tsx:73,,This is the name of your organizer that will be displayed to your users.,"=GOOGLETRANSLATE(C1924, ""en"", ""el"")",
src/components/routes/my-tickets/index.tsx:162,,This link is invalid or has expired.,"=GOOGLETRANSLATE(C1925, ""en"", ""el"")",
src/components/routes/product-widget/OrderSummaryAndProducts/LinkExpiredMessage/index.tsx:27,,This link is no longer valid,"=GOOGLETRANSLATE(C1926, ""en"", ""el"")",
src/components/routes/event/Settings/Sections/EmailSettings/GeneralEmailSettings.tsx:72,,This message will be included in the footer of all emails sent from this event,"=GOOGLETRANSLATE(C1927, ""en"", ""el"")",
src/components/routes/event/Settings/Sections/HomepageAndCheckoutSettings/index.tsx:108,,This message will only be shown if order is completed successfully. Orders awaiting payment will not show this message,"=GOOGLETRANSLATE(C1928, ""en"", ""el"")",
src/components/routes/admin/Configurations/index.tsx:220,,This name is visible to end users,"=GOOGLETRANSLATE(C1929, ""en"", ""el"")",
src/components/forms/StripeCheckoutForm/index.tsx:95,,This order has already been paid.,"=GOOGLETRANSLATE(C1930, ""en"", ""el"")",
src/components/modals/RefundOrderModal/index.tsx:185,,This order has already been refunded.,"=GOOGLETRANSLATE(C1931, ""en"", ""el"")",
src/components/routes/product-widget/OrderSummaryAndProducts/index.tsx:354,,This order has been cancelled.,"=GOOGLETRANSLATE(C1932, ""en"", ""el"")",
src/components/routes/product-widget/CollectInformation/index.tsx:321,,This order has expired. Please start again.,"=GOOGLETRANSLATE(C1933, ""en"", ""el"")",
src/components/routes/product-widget/OrderSummaryAndProducts/index.tsx:373,,This order is being processed.,"=GOOGLETRANSLATE(C1934, ""en"", ""el"")",
src/components/routes/product-widget/CollectInformation/index.tsx:352,,This order is complete,"=GOOGLETRANSLATE(C1935, ""en"", ""el"")",
src/components/routes/product-widget/OrderSummaryAndProducts/index.tsx:364,,This order is complete.,"=GOOGLETRANSLATE(C1936, ""en"", ""el"")",
src/components/forms/StripeCheckoutForm/index.tsx:107,,This order page is no longer available.,"=GOOGLETRANSLATE(C1937, ""en"", ""el"")",
src/components/routes/product-widget/CollectInformation/index.tsx:334,,This order was abandoned. You can start a new order anytime.,"=GOOGLETRANSLATE(C1938, ""en"", ""el"")",
src/components/routes/product-widget/CollectInformation/index.tsx:362,,This order was cancelled. You can start a new order anytime.,"=GOOGLETRANSLATE(C1939, ""en"", ""el"")",
src/components/routes/product-widget/CollectInformation/index.tsx:574,,this organizer,"=GOOGLETRANSLATE(C1940, ""en"", ""el"")",
src/components/common/StatusToggle/index.tsx:85,,This organizer profile is not published yet,"=GOOGLETRANSLATE(C1941, ""en"", ""el"")",
src/components/forms/ProductForm/index.tsx:486,,This overrides all visibility settings and will hide the product from all customers.,"=GOOGLETRANSLATE(C1942, ""en"", ""el"")",
src/components/common/EmailTemplateEditor/EmailTemplatePreviewPane.tsx:69,,This preview shows how your email will look with sample data. Actual emails will use real values.,"=GOOGLETRANSLATE(C1943, ""en"", ""el"")",
src/components/common/ProductsTable/SortableProduct/index.tsx:75,,This product cannot be deleted because it is associated with an order. You can hide it instead.,"=GOOGLETRANSLATE(C1944, ""en"", ""el"")",
src/components/forms/ProductForm/index.tsx:141,,This product is a ticket. Buyers will be issued a ticket upon purchase,"=GOOGLETRANSLATE(C1945, ""en"", ""el"")",
src/components/common/ProductsTable/SortableProduct/index.tsx:331,,This product is highlighted on the event page,"=GOOGLETRANSLATE(C1946, ""en"", ""el"")",
src/components/common/ProductsTable/SortableProduct/index.tsx:100,,This product is sold out,"=GOOGLETRANSLATE(C1947, ""en"", ""el"")",
src/components/routes/organizer/Reports/PlatformFeesReport/index.tsx:118,,This report is for informational purposes only. Always consult with a tax professional before using this data for accounting or tax purposes. Please cross-reference with your Stripe dashboard as Hi.Events may be missing historical data.,"=GOOGLETRANSLATE(C1948, ""en"", ""el"")",
src/components/routes/auth/ResetPassword/index.tsx:28,,This reset password link is invalid or expired.,"=GOOGLETRANSLATE(C1949, ""en"", ""el"")",
src/components/layouts/CheckIn/index.tsx:227,,This ticket was just scanned. Please wait before scanning again.,"=GOOGLETRANSLATE(C1950, ""en"", ""el"")",
src/components/modals/EditUserModal/index.tsx:71,,"This user is not active, as they have not accepted their invitation.","=GOOGLETRANSLATE(C1951, ""en"", ""el"")",
src/components/routes/organizer/Settings/Sections/BasicSettings/index.tsx:80,,This will be used for notifications and communication with your users.,"=GOOGLETRANSLATE(C1952, ""en"", ""el"")",
src/components/forms/AffiliateForm/index.tsx:82,,"This will not be visible to customers, but helps you identify the affiliate.","=GOOGLETRANSLATE(C1953, ""en"", ""el"")",
src/components/common/AttendeeTable/index.tsx:370 | src/components/routes/my-tickets/index.tsx:85,,ticket,"=GOOGLETRANSLATE(C1954, ""en"", ""el"")",
src/components/common/Editor/Controls/InsertLiquidVariableControl.tsx:58 | src/components/common/Editor/Controls/InsertLiquidVariableControl.tsx:59 | src/components/common/Editor/Controls/InsertLiquidVariableControl.tsx:60 | src/components/common/ProductsTable/SortableProduct/index.tsx:280 | src/components/common/ProductsTable/SortableProduct/index.tsx:488 | src/components/forms/ProductForm/index.tsx:139 | src/components/modals/CreateAttendeeModal/index.tsx:162,,Ticket,"=GOOGLETRANSLATE(C1955, ""en"", ""el"")",
src/components/common/CheckIn/AttendeeList.tsx:83,,Ticket Cancelled,"=GOOGLETRANSLATE(C1956, ""en"", ""el"")",
src/components/routes/event/TicketDesigner/index.tsx:107,,Ticket Design,"=GOOGLETRANSLATE(C1957, ""en"", ""el"")",
src/components/routes/event/TicketDesigner/index.tsx:83,,Ticket design saved successfully,"=GOOGLETRANSLATE(C1958, ""en"", ""el"")",
src/components/layouts/Event/index.tsx:108,,Ticket Designer,"=GOOGLETRANSLATE(C1959, ""en"", ""el"")",
src/components/common/AttendeeTable/index.tsx:75,,Ticket email has been resent to attendee,"=GOOGLETRANSLATE(C1960, ""en"", ""el"")",
src/components/routes/product-widget/PrintProduct/index.tsx:42,,Ticket for,"=GOOGLETRANSLATE(C1961, ""en"", ""el"")",
src/components/common/Editor/Controls/InsertLiquidVariableControl.tsx:55,,Ticket holder's email,"=GOOGLETRANSLATE(C1962, ""en"", ""el"")",
src/components/common/Editor/Controls/InsertLiquidVariableControl.tsx:54,,Ticket holder's name,"=GOOGLETRANSLATE(C1963, ""en"", ""el"")",
src/components/common/MessageList/index.tsx:30,,Ticket holders,"=GOOGLETRANSLATE(C1964, ""en"", ""el"")",
src/components/routes/admin/Messages/index.tsx:86 | src/components/routes/admin/Messages/index.tsx:137,,Ticket Holders,"=GOOGLETRANSLATE(C1965, ""en"", ""el"")",
src/components/common/AttendeeTicket/index.tsx:168,,Ticket ID,"=GOOGLETRANSLATE(C1966, ""en"", ""el"")",
src/components/modals/DuplicateEventModal/index.tsx:31,,Ticket Logo,"=GOOGLETRANSLATE(C1967, ""en"", ""el"")",
src/components/common/Editor/Controls/InsertLiquidVariableControl.tsx:58,,Ticket Name,"=GOOGLETRANSLATE(C1968, ""en"", ""el"")",
src/components/routes/product-widget/AttendeeProductAndInformation/index.tsx:22,,Ticket Not Found,"=GOOGLETRANSLATE(C1969, ""en"", ""el"")",
src/components/routes/event/products.tsx:91,,Ticket or Product,"=GOOGLETRANSLATE(C1970, ""en"", ""el"")",
src/components/routes/event/TicketDesigner/TicketDesignerPrint.tsx:89,,Ticket Preview for,"=GOOGLETRANSLATE(C1971, ""en"", ""el"")",
src/components/common/PlatformFeesSettings/index.tsx:52,,Ticket price,"=GOOGLETRANSLATE(C1972, ""en"", ""el"")",
src/components/common/Editor/Controls/InsertLiquidVariableControl.tsx:59,,Ticket Price,"=GOOGLETRANSLATE(C1973, ""en"", ""el"")",
src/components/routes/product-widget/OrderSummaryAndProducts/index.tsx:500,,Ticket resent successfully,"=GOOGLETRANSLATE(C1974, ""en"", ""el"")",
src/components/common/AttendeeTicket/index.tsx:99 | src/components/routes/event/attendees.tsx:68,,Ticket Type,"=GOOGLETRANSLATE(C1975, ""en"", ""el"")",
src/components/common/Editor/Controls/InsertLiquidVariableControl.tsx:60,,Ticket URL,"=GOOGLETRANSLATE(C1976, ""en"", ""el"")",
src/components/layouts/Event/index.tsx:112,,Ticketing & Sales,"=GOOGLETRANSLATE(C1977, ""en"", ""el"")",
src/components/routes/my-tickets/index.tsx:85,,tickets,"=GOOGLETRANSLATE(C1978, ""en"", ""el"")",
src/components/routes/my-tickets/index.tsx:84,,Tickets,"=GOOGLETRANSLATE(C1979, ""en"", ""el"")",
src/components/layouts/Event/index.tsx:113 | src/components/routes/event/products.tsx:50,,Tickets & Products,"=GOOGLETRANSLATE(C1980, ""en"", ""el"")",
src/components/modals/OfferWaitlistModal/index.tsx:90,,Tickets are automatically offered to waitlisted customers when capacity becomes available.,"=GOOGLETRANSLATE(C1981, ""en"", ""el"")",
src/components/layouts/EventHomepage/index.tsx:152,,Tickets Available,"=GOOGLETRANSLATE(C1982, ""en"", ""el"")",
src/components/routes/product-widget/PrintOrder/index.tsx:40,,Tickets for,"=GOOGLETRANSLATE(C1983, ""en"", ""el"")",
src/components/routes/admin/Dashboard/index.tsx:140,,Tickets Sold,"=GOOGLETRANSLATE(C1984, ""en"", ""el"")",
src/components/forms/ProductForm/index.tsx:74,,Tier {0},"=GOOGLETRANSLATE(C1985, ""en"", ""el"")",
src/components/forms/ProductForm/index.tsx:172,,Tiered Product,"=GOOGLETRANSLATE(C1986, ""en"", ""el"")",
src/components/forms/ProductForm/index.tsx:264,,"Tiered products allow you to offer multiple price options for the same product. This is perfect for early bird products, or offering different price options for different groups of people.","=GOOGLETRANSLATE(C1987, ""en"", ""el"")",
src/components/routes/organizer/Settings/Sections/SocialLinks/index.tsx:70,,TikTok,"=GOOGLETRANSLATE(C1988, ""en"", ""el"")",
src/components/layouts/Checkout/index.tsx:217,,Time left:,"=GOOGLETRANSLATE(C1989, ""en"", ""el"")",
src/components/common/PromoCodeTable/index.tsx:76,,Times used,"=GOOGLETRANSLATE(C1990, ""en"", ""el"")",
src/components/routes/event/Reports/PromoCodesReport/index.tsx:25,,Times Used,"=GOOGLETRANSLATE(C1991, ""en"", ""el"")",
src/components/forms/OrganizerForm/index.tsx:59 | src/components/routes/account/ManageAccount/sections/AccountSettings/index.tsx:82 | src/components/routes/admin/Accounts/AccountDetail/index.tsx:140 | src/components/routes/auth/AcceptInvitation/index.tsx:119 | src/components/routes/event/Settings/Sections/EventDetailsForm/index.tsx:126 | src/components/routes/organizer/Settings/Sections/BasicSettings/index.tsx:125 | src/components/routes/product-widget/OrderSummaryAndProducts/index.tsx:326 | src/components/routes/profile/ManageProfile/index.tsx:187,,Timezone,"=GOOGLETRANSLATE(C1992, ""en"", ""el"")",
src/components/forms/PromoCodeForm/index.tsx:66,,TIP,"=GOOGLETRANSLATE(C1993, ""en"", ""el"")",
src/components/routes/event/messages.tsx:95,,To,"=GOOGLETRANSLATE(C1994, ""en"", ""el"")",
src/components/routes/admin/Accounts/AccountDetail/index.tsx:207,,"To edit configurations, go to the Configurations section in the admin menu.","=GOOGLETRANSLATE(C1995, ""en"", ""el"")",
src/components/modals/SendMessageModal/index.tsx:259,,"To increase your limits, contact us at","=GOOGLETRANSLATE(C1996, ""en"", ""el"")",
src/components/routes/account/ManageAccount/sections/PaymentSettings/index.tsx:662,,"To receive credit card payments, you need to connect your Stripe account. Stripe is our payment processing partner that ensures secure transactions and timely payouts.","=GOOGLETRANSLATE(C1997, ""en"", ""el"")",
src/components/common/ColumnVisibilityToggle/index.tsx:26,,Toggle columns,"=GOOGLETRANSLATE(C1998, ""en"", ""el"")",
src/components/layouts/OrganizerLayout/index.tsx:92,,Tools,"=GOOGLETRANSLATE(C1999, ""en"", ""el"")",
src/components/routes/admin/Dashboard/index.tsx:341,,Top Organizers (Last 14 Days),"=GOOGLETRANSLATE(C2000, ""en"", ""el"")",
src/components/common/AdminOrdersTable/index.tsx:81 | src/components/common/InlineOrderSummary/index.tsx:210 | src/components/common/OrderSummary/index.tsx:92,,Total,"=GOOGLETRANSLATE(C2001, ""en"", ""el"")",
src/components/routes/admin/Dashboard/index.tsx:104,,Total Accounts,"=GOOGLETRANSLATE(C2002, ""en"", ""el"")",
src/components/common/Editor/Controls/InsertLiquidVariableControl.tsx:22,,Total amount paid,"=GOOGLETRANSLATE(C2003, ""en"", ""el"")",
src/components/routes/organizer/Reports/CheckInSummaryReport/index.tsx:35,,Total Attendees,"=GOOGLETRANSLATE(C2004, ""en"", ""el"")",
src/components/routes/event/Reports/PromoCodesReport/index.tsx:52,,Total Before Discounts,"=GOOGLETRANSLATE(C2005, ""en"", ""el"")",
src/components/routes/organizer/Reports/TaxSummaryReport/index.tsx:49,,Total Collected,"=GOOGLETRANSLATE(C2006, ""en"", ""el"")",
src/components/routes/event/Reports/PromoCodesReport/index.tsx:58,,Total Discount Amount,"=GOOGLETRANSLATE(C2007, ""en"", ""el"")",
src/components/common/WaitlistStats/index.tsx:11,,Total Entries,"=GOOGLETRANSLATE(C2008, ""en"", ""el"")",
src/components/routes/organizer/Reports/PlatformFeesReport/index.tsx:93,,Total Fee,"=GOOGLETRANSLATE(C2009, ""en"", ""el"")",
src/components/routes/event/EventDashboard/index.tsx:313 | src/components/routes/organizer/OrganizerDashboard/index.tsx:151 | src/components/routes/organizer/Reports/EventsPerformanceReport/index.tsx:97,,Total Fees,"=GOOGLETRANSLATE(C2010, ""en"", ""el"")",
src/components/routes/event/Reports/PromoCodesReport/index.tsx:46,,Total Gross Sales,"=GOOGLETRANSLATE(C2011, ""en"", ""el"")",
src/components/common/OrderDetails/index.tsx:59,,Total order amount,"=GOOGLETRANSLATE(C2012, ""en"", ""el"")",
src/components/routes/organizer/OrganizerDashboard/index.tsx:139,,Total Orders,"=GOOGLETRANSLATE(C2013, ""en"", ""el"")",
src/components/common/OrderDetails/index.tsx:67,,Total refunded,"=GOOGLETRANSLATE(C2014, ""en"", ""el"")",
src/components/routes/event/EventDashboard/index.tsx:316,,Total Refunded,"=GOOGLETRANSLATE(C2015, ""en"", ""el"")",
src/components/routes/event/EventDashboard/index.tsx:315 | src/components/routes/organizer/OrganizerDashboard/index.tsx:145 | src/components/routes/organizer/Reports/EventsPerformanceReport/index.tsx:91,,Total Tax,"=GOOGLETRANSLATE(C2016, ""en"", ""el"")",
src/components/routes/admin/Dashboard/index.tsx:86,,Total Users,"=GOOGLETRANSLATE(C2017, ""en"", ""el"")",
src/components/routes/admin/Dashboard/index.tsx:307,,Total Views,"=GOOGLETRANSLATE(C2018, ""en"", ""el"")",
src/components/routes/admin/Attribution/index.tsx:32,,Track account growth and performance by attribution source,"=GOOGLETRANSLATE(C2019, ""en"", ""el"")",
src/components/layouts/AuthLayout/index.tsx:42,,"Track sales, revenue, and attendance with detailed reports","=GOOGLETRANSLATE(C2020, ""en"", ""el"")",
src/components/routes/account/ManageAccount/sections/PaymentSettings/index.tsx:264,,Transaction Fee:,"=GOOGLETRANSLATE(C2021, ""en"", ""el"")",
src/components/common/Editor/Controls/InsertLiquidVariableControl.tsx:31 | src/components/common/Editor/Controls/InsertLiquidVariableControl.tsx:65,,True if offline payment,"=GOOGLETRANSLATE(C2022, ""en"", ""el"")",
src/components/common/Editor/Controls/InsertLiquidVariableControl.tsx:28 | src/components/common/Editor/Controls/InsertLiquidVariableControl.tsx:63,,True if payment pending,"=GOOGLETRANSLATE(C2023, ""en"", ""el"")",
src/components/routes/auth/Login/index.tsx:141 | src/components/routes/my-tickets/index.tsx:183,,Try another email,"=GOOGLETRANSLATE(C2024, ""en"", ""el"")",
src/components/common/PoweredByFooter/index.tsx:55,,Try Hi.Events Free,"=GOOGLETRANSLATE(C2025, ""en"", ""el"")",
src/components/common/LanguageSwitcher/index.tsx:40,,Turkish,"=GOOGLETRANSLATE(C2026, ""en"", ""el"")",
src/components/layouts/CheckIn/index.tsx:503,,Turn sound off,"=GOOGLETRANSLATE(C2027, ""en"", ""el"")",
src/components/layouts/CheckIn/index.tsx:503,,Turn sound on,"=GOOGLETRANSLATE(C2028, ""en"", ""el"")",
src/components/routes/organizer/Settings/Sections/SocialLinks/index.tsx:79,,Twitch,"=GOOGLETRANSLATE(C2029, ""en"", ""el"")",
src/components/forms/TaxAndFeeForm/index.tsx:44 | src/components/routes/admin/Attribution/index.tsx:109 | src/components/routes/admin/Messages/index.tsx:134 | src/components/routes/admin/Messages/index.tsx:165 | src/components/routes/admin/Messages/index.tsx:287,,Type,"=GOOGLETRANSLATE(C2030, ""en"", ""el"")",
src/components/routes/event/Settings/Sections/DangerZoneSettings/index.tsx:98 | src/components/routes/organizer/Settings/Sections/DangerZoneSettings/index.tsx:104,,"Type \""delete\"" to confirm","=GOOGLETRANSLATE(C2031, ""en"", ""el"")",
src/components/common/Editor/Controls/InsertLiquidVariableControl.tsx:58,,Type of ticket,"=GOOGLETRANSLATE(C2032, ""en"", ""el"")",
src/components/layouts/CheckIn/index.tsx:167,,Unable to check in attendee,"=GOOGLETRANSLATE(C2033, ""en"", ""el"")",
src/components/layouts/CheckIn/index.tsx:192 | src/components/layouts/CheckIn/index.tsx:194,,Unable to check out attendee,"=GOOGLETRANSLATE(C2034, ""en"", ""el"")",
src/components/modals/CreateProductModal/index.tsx:64,,Unable to create product. Please check the your details,"=GOOGLETRANSLATE(C2035, ""en"", ""el"")",
src/components/routes/product-widget/SelectProducts/index.tsx:171,,Unable to create product. Please check your details,"=GOOGLETRANSLATE(C2036, ""en"", ""el"")",
src/components/modals/CreateQuestionModal/index.tsx:61,,Unable to create question. Please check the your details,"=GOOGLETRANSLATE(C2037, ""en"", ""el"")",
src/components/modals/DuplicateProductModal/index.tsx:107,,Unable to duplicate product. Please check the your details,"=GOOGLETRANSLATE(C2038, ""en"", ""el"")",
src/components/layouts/CheckIn/index.tsx:243,,Unable to fetch attendee,"=GOOGLETRANSLATE(C2039, ""en"", ""el"")",
src/components/modals/JoinWaitlistModal/index.tsx:124,,Unable to join waitlist,"=GOOGLETRANSLATE(C2040, ""en"", ""el"")",
src/components/modals/EditQuestionModal/index.tsx:84,,Unable to update question. Please check the your details,"=GOOGLETRANSLATE(C2041, ""en"", ""el"")",
src/components/routes/admin/Attribution/index.tsx:84,,Unattributed Accounts,"=GOOGLETRANSLATE(C2042, ""en"", ""el"")",
src/components/routes/event/Reports/PromoCodesReport/index.tsx:30,,Unique Customers,"=GOOGLETRANSLATE(C2043, ""en"", ""el"")",
